,id,name,availability_rate_365,rate,number_of_reviews,latitude,longitude,host
3643,6450240,Rental unit in Brooklyn,0.0,4.50,4,40.68366,-73.96229,4498389
3644,6586663,Rental unit in New York,0.24,4.66,235,40.7205,-73.98869,34453577
3645,6450457,Rental unit in New York,0.0,0.00,0,40.74114,-73.98097,33680384
3646,6451892,Rental unit in Brooklyn,0.0,0.00,1,40.66552,-73.99477,20192028
3647,6588947,Rental unit in Brooklyn,0.0,0.00,0,40.65615,-73.95939,19233353
3648,6452188,Rental unit in New York,0.94,4.93,242,40.80919,-73.94276,276291
3649,6590549,Rental unit in Brooklyn,0.0,5.0,5,40.71183,-73.95112,6495511
3650,6590570,Rental unit in New York,0.43,4.85,151,40.814148,-73.943657,9777215
3651,6613106,Home in Brooklyn,0.87,4.86,49,40.66933,-73.98204,10014644
3652,6614604,Rental unit in New York,0.0,0.00,0,40.83721,-73.93894,6492234
3653,6596747,Rental unit in New York,0.24,4.90,148,40.73254,-74.00718,4654046
3654,6619100,Rental unit in New York,0.0,0.00,1,40.74205,-73.99968,34642925
3655,6619589,Home in Brooklyn,0.69,4.72,75,40.64796,-73.95497,4265630
3656,6599950,Condo in New York,0.0,0.00,0,40.73752,-74.00113,1651102
3657,6620407,Rental unit in Brooklyn,0.0,5.0,6,40.69674,-73.93627,31880074
3658,6601284,Guest suite in Brooklyn,0.83,4.95,263,40.66531,-73.98635,1021060
3659,6622389,Rental unit in Brooklyn,0.0,0.00,1,40.67304,-73.95777,5025809
3660,6603534,Home in Brooklyn,1.0,4.46,164,40.68552,-73.93507,9922972
3661,6626581,Rental unit in New York,0.0,0.00,0,40.72699,-73.98694,27077862
3662,6608246,Rental unit in Brooklyn,0.86,4.57,58,40.66516,-73.99484,26415767
3663,6626894,Rental unit in New York,0.0,0.00,1,40.78473,-73.98466,13500220
3664,6627016,Rental unit in Brooklyn,0.0,0.00,1,40.72018,-73.95296,263614
3665,6610244,Rental unit in New York,0.0,0.00,0,40.82536,-73.94383,7701992
3666,6627668,Rental unit in New York,0.0,0.00,0,40.80197,-73.95078,27462282
3667,6612737,Rental unit in New York,0.0,0.00,0,40.73967,-73.98081,28181993
3668,6627752,Rental unit in Brooklyn,0.0,4.74,42,40.63752,-73.95586,25599307
3669,6729589,Rental unit in Brooklyn,0.0,4.89,19,40.68731,-73.99051,6386894
3670,6627931,Rental unit in Brooklyn,0.0,0.00,2,40.69509,-73.9689,33722691
3671,6730056,Rental unit in New York,0.0,5.0,4,40.74688,-74.00145,7186661
3672,6628117,Rental unit in Brooklyn,0.0,4.57,7,40.71623,-73.96014,24839107
3673,6730582,Home in Queens,0.49,4.86,36,40.68457,-73.75989,32220047
3674,6633613,Rental unit in New York,0.0,0.00,2,40.70625,-74.01688,22058409
3675,6731170,Rental unit in New York,0.0,0.00,1,40.8032,-73.95258,24131487
3676,6634590,Rental unit in New York,0.99,4.88,8,40.81056,-73.95373,10620037
3677,6733512,Home in Brooklyn,0.92,4.80,20,40.68626,-73.93045,1398639
3678,6636389,Rental unit in New York,0.0,0.00,0,40.73251,-74.00384,27439632
3679,6737249,Rental unit in New York,0.75,4.84,19,40.80073,-73.95787,6110471
3680,6637311,Loft in New York,0.0,4.89,9,40.74641,-73.98837,34740215
3681,6738524,Condo in Brooklyn,0.0,0.00,1,40.73231,-73.95327,35287916
3682,6739145,Home in Staten Island ,0.99,4.96,85,40.58151,-74.08876,25368839
3683,6638377,Rental unit in Brooklyn,0.0,0.00,1,40.68809,-73.97516,31889552
3684,6741094,Rental unit in New York,0.0,0.00,1,40.748,-73.98159,35299368
3685,6743935,Rental unit in New York,0.0,4.92,13,40.73742,-74.00171,740756
3686,6640144,Rental unit in New York,0.48,4.88,73,40.77195,-73.96292,34512551
3687,6747106,Rental unit in New York,0.0,4.47,32,40.81551,-73.96113,2388537
3688,6642103,Rental unit in Brooklyn,0.0,0.00,0,40.67747,-73.91064,10025306
3689,6747308,Rental unit in New York,0.0,4.56,9,40.77663,-73.98976,3282552
3690,6643716,Rental unit in New York,0.0,4.91,11,40.72349,-73.99428,2329581
3691,6747685,Rental unit in New York,0.63,4.93,120,40.72784,-73.99428,29769754
3692,6748711,Rental unit in Brooklyn,0.19,4.79,34,40.71109,-73.95527,3900093
3693,6644449,Rental unit in Brooklyn,0.0,0.00,1,40.71007,-73.94316,15537676
3694,6748952,Rental unit in Brooklyn,0.0,0.00,1,40.70799,-73.94888,34950721
3695,6645224,Rental unit in New York,0.0,0.00,0,40.73783,-73.99383,34782697
3696,6645263,Rental unit in Brooklyn,0.0,0.00,2,40.7097,-73.96369,351650
3697,6757821,Rental unit in New York,0.0,0.00,0,40.81563,-73.96125,28813132
3698,6758846,Rental unit in Brooklyn,0.0,0.00,0,40.71078,-73.94953,22894987
3699,6645788,Condo in New York,0.86,4.67,3,40.73037,-73.98073,13307277
3700,6758849,Home in New York,0.16,4.88,113,40.7772,-73.95009,35384978
3701,6647114,Loft in New York,0.65,4.99,88,40.73135,-74.00371,3579116
3702,6759052,Rental unit in Brooklyn,0.0,0.00,1,40.68675,-73.94497,5693024
3703,6649555,Rental unit in New York,0.0,5.0,10,40.73395,-74.00601,20700509
3704,6764316,Place to stay in Brooklyn,0.47,4.88,321,40.70461,-73.98776,362418
3705,6651070,Rental unit in Queens,0.0,0.00,0,40.76813,-73.93081,11179915
3706,6765697,Home in Astoria,0.99,4.95,40,40.76999,-73.92404,35417042
3707,6651156,Condo in Brooklyn,0.0,4.93,56,40.69026,-73.99127,34813492
3708,6766662,Rental unit in Queens,0.0,4.67,3,40.76993,-73.91412,35426209
3709,6652353,Rental unit in New York,0.0,4.67,6,40.79773,-73.97449,7106617
3710,6766894,Rental unit in Brooklyn,0.0,0.00,0,40.70965,-73.94411,27103894
3711,6766908,Rental unit in Brooklyn,0.0,4.78,9,40.65611,-73.95952,308930
3712,6767047,Townhouse in Brooklyn,0.57,4.84,31,40.68972,-73.91512,23582893
3713,6654202,Rental unit in New York,0.96,4.52,29,40.74743,-73.97567,34824417
3714,6768399,Home in Queens,0.0,4.81,53,40.75456,-73.80637,30616879
3715,6654323,Rental unit in Brooklyn,0.88,5.0,9,40.68929,-73.97759,16437254
3716,6654984,Rental unit in Brooklyn,0.0,5.0,3,40.6735,-73.98406,5417600
3717,6769535,Home in Queens,0.0,5.0,7,40.68476,-73.75873,32220047
3718,6775098,Rental unit in New York,0.0,0.00,0,40.72656,-74.00253,23985505
3719,6655786,Condo in Brooklyn,0.0,4.92,13,40.67904,-73.967,7088466
3720,6776711,Rental unit in New York,0.0,0.00,2,40.76957,-73.95302,35476099
3721,6657134,Rental unit in New York,0.0,5.0,4,40.7824,-73.95446,1131394
3722,6778776,Rental unit in New York,0.0,5.0,4,40.83534,-73.94166,18591697
3723,6657454,Rental unit in Brooklyn,0.0,5.0,4,40.69367,-73.95569,6913285
3724,6779136,Rental unit in New York,0.0,0.00,1,40.73226,-74.01033,35488245
3725,6659165,Rental unit in Brooklyn,0.91,4.84,37,40.70291,-73.92887,12720552
3726,6782407,Rental unit in Brooklyn,0.0,0.00,0,40.71354,-73.93882,31147528
3727,6659371,Rental unit in Brooklyn,0.0,4.67,3,40.70513,-73.93005,192349
3728,6784207,Rental unit in Brooklyn,0.67,4.91,54,40.69934,-73.9301,6387355
3729,6660330,Rental unit in New York,0.0,4.71,7,40.73568,-74.0007,1586060
3730,6784406,Rental unit in New York,0.0,0.00,0,40.70649,-74.00506,12764250
3731,6784873,Rental unit in Brooklyn,0.0,4.75,4,40.72224,-73.94563,2903840
3732,6660511,Rental unit in New York,0.85,4.92,59,40.72826,-73.98912,34861715
3733,6786761,Rental unit in New York,1.0,4.59,212,40.75975,-73.9906,35524316
3734,6660518,Rental unit in Queens,0.86,4.84,25,40.70837,-73.83065,34861728
3735,6660816,Rental unit in Brooklyn,0.0,0.00,0,40.68479,-73.94248,1546620
3736,6787310,Rental unit in New York,1.0,4.65,225,40.76151,-73.99098,35524316
3737,6794912,Rental unit in New York,0.0,0.00,1,40.86623,-73.91993,24973811
3738,6661923,Rental unit in New York,0.0,0.00,1,40.7611,-73.99316,15008796
3739,6662241,Rental unit in New York,0.0,4.50,4,40.73917,-73.99656,30208406
3740,6795231,Rental unit in Brooklyn,0.0,4.87,15,40.68438,-73.98465,1295985
3741,6795568,Rental unit in New York,1.0,4.60,208,40.76179,-73.99074,35524316
3742,6662422,Rental unit in Brooklyn,0.0,0.00,0,40.68108,-73.97724,34873920
3743,6796235,Rental unit in New York,1.0,4.33,12,40.79807,-73.93765,19805631
3744,6662967,Serviced apartment in New York,0.95,4.88,101,40.8011,-73.95613,34876980
3745,6797564,Rental unit in New York,0.0,0.00,0,40.73727,-73.98432,35581556
3746,6798811,Rental unit in Brooklyn,0.0,4.73,15,40.61247,-73.94902,33279657
3747,6670064,Loft in Queens,0.97,4.85,73,40.77596,-73.90777,33386619
3748,6670191,Rental unit in Brooklyn,0.87,4.60,5,40.68410873413086,-73.95925903320312,16437254
3749,6673638,Rental unit in Brooklyn,0.0,0.00,0,40.60447,-73.97611,19600872
3750,6799118,Rental unit in Brooklyn,0.0,0.00,0,40.67728,-74.00572,35590273
3751,6674155,Rental unit in New York,0.0,5.0,4,40.7685,-73.96109,1208337
3752,6799692,Rental unit in New York,1.0,4.57,243,40.76179,-73.99074,35524316
3753,6676383,Rental unit in Brooklyn,0.0,4.80,5,40.68612,-73.95995,34943122
3754,6799814,Rental unit in New York,1.0,4.64,188,40.76008,-73.99067,35524316
3755,6799895,Rental unit in New York,1.0,4.61,252,40.76032,-73.98921,35524316
3756,6799932,Rental unit in New York,1.0,4.76,245,40.75987,-73.99099,35524316
3757,6678082,Rental unit in Brooklyn,0.82,4.83,95,40.6828,-73.93271,34371968
3758,6799999,Rental unit in New York,1.0,4.61,181,40.76181,-73.98969,35524316
3759,6800277,Rental unit in New York,1.0,4.69,216,40.75988,-73.99093,35524316
3760,6679063,Rental unit in New York,0.0,0.00,2,40.7603,-73.994,7409073
3761,6804319,Condo in Brooklyn,0.0,5.0,3,40.67895,-73.96302,20279153
3762,6806282,Rental unit in New York,0.0,0.00,0,40.72949,-73.98012,4055091
3763,6685220,Home in Brooklyn,0.62,0.00,0,40.64434,-73.92383,34991003
3764,6686140,Rental unit in New York,0.0,4.85,13,40.72286,-73.9958,6743604
3765,6807281,Rental unit in Brooklyn,0.0,0.00,1,40.66,-73.96154,35634594
3766,6808818,Rental unit in Brooklyn,0.24,4.85,215,40.68972,-73.91512,23582893
3767,6687933,Rental unit in New York,0.0,0.00,0,40.71748,-73.98364,35000945
3768,6688119,Rental unit in Brooklyn,0.0,0.00,1,40.66136,-73.98437,35005938
3769,6809332,Rental unit in New York,0.0,5.0,4,40.73686,-74.0082,198010
3770,6688780,Home in Bronx,0.0,0.00,1,40.87659,-73.90921,11199830
3771,6812061,Home in Woodside,0.75,4.73,148,40.74072,-73.89341,35660592
3772,6689548,Condo in New York,0.96,4.78,247,40.72375,-73.99623,4271676
3773,6812270,Rental unit in Brooklyn,0.0,4.67,3,40.68529,-73.92138,21130473
3774,6690696,Rental unit in Brooklyn,0.0,0.00,1,40.68834,-73.967,3131306
3775,6812456,Rental unit in Brooklyn,0.0,5.0,3,40.65156,-73.96061,400240
3776,6692213,Rental unit in New York,0.0,4.68,41,40.78272,-73.94697,6847312
3777,6692574,Rental unit in Flushing,0.0,0.00,1,40.75509,-73.83233,22727131
3778,6812717,Rental unit in New York,0.0,0.00,0,40.7098,-74.01643,2608356
3779,6692633,Townhouse in Brooklyn,0.0,4.77,30,40.67752,-73.9673,481921
3780,6692975,Rental unit in New York,0.0,0.00,2,40.74489,-73.99164,29417590
3781,6821978,Rental unit in Brooklyn,0.0,0.00,1,40.68636,-73.96207,13219494
3782,6699725,Home in Bronx,0.0,0.00,0,40.81816,-73.90464,34914311
3783,6823282,Rental unit in New York,0.12,4.66,64,40.76833,-73.98835,35736676
3784,6700860,Rental unit in Brooklyn,0.0,4.40,5,40.68018,-74.00058,35075473
3785,6824996,Rental unit in New York,0.0,0.00,0,40.76806,-73.95227,7021059
3786,6703106,Rental unit in Brooklyn,0.0,0.00,1,40.71056,-73.94906,34841020
3787,6827028,Rental unit in Brooklyn,0.92,4.86,290,40.69071,-73.93739,10630723
3788,6704000,Rental unit in Queens,0.0,0.00,1,40.75859,-73.91541,34578795
3789,6833000,Rental unit in New York,0.0,4.75,4,40.76551,-73.96132,1587123
3790,6704737,Rental unit in New York,0.58,4.79,33,40.81436,-73.94175,9743617
3791,6833049,Rental unit in New York,0.0,5.0,5,40.73152,-74.00347,1787313
3792,6705604,Rental unit in Bronx,0.0,4.92,39,40.87083,-73.88706,35103293
3793,6706703,Rental unit in Queens,0.0,0.00,0,40.77519,-73.91247,8556751
3794,6833395,Loft in New York,0.24,5.0,32,40.71396,-73.98924,10767841
3795,6711306,Rental unit in Brooklyn,0.0,0.00,0,40.66784,-73.98168,14946552
3796,6834972,Rental unit in Brooklyn,0.0,0.00,0,40.68136,-74.00012,438545
3797,6712618,Rental unit in Queens,0.0,0.00,2,40.74109,-73.92006,22651758
3798,6835487,Rental unit in New York,0.0,0.00,1,40.7195,-73.98337,2947857
3799,6713005,Rental unit in New York,0.0,0.00,0,40.76751,-73.95517,35144920
3800,6837529,Rental unit in New York,0.0,4.83,6,40.72072,-73.98589,35829854
3801,6713521,Townhouse in Brooklyn,0.0,4.88,33,40.68301,-73.95607,1401919
3802,6843145,Rental unit in New York,0.0,4.56,9,40.78606,-73.97099,5361360
3803,6713911,Rental unit in New York,0.0,0.00,0,40.76122,-73.96692,34988058
3804,6846956,Loft in Brooklyn,0.26,4.73,162,40.7159,-73.96418,2558534
3805,6716066,Townhouse in New York,0.0,0.00,0,40.80811,-73.94791,6226676
3806,6847053,Rental unit in New York,0.0,0.00,0,40.81019,-73.95781,35878048
3807,6716199,Rental unit in Queens,0.0,4.33,3,40.76519,-73.92102,31765814
3808,6850752,Rental unit in Brooklyn,0.0,4.33,6,40.70755,-73.94856,35897162
3809,6716444,Rental unit in New York,0.0,0.00,2,40.72762,-73.98601,24466159
3810,6851685,Rental unit in New York,0.0,0.00,1,40.83771,-73.94627,33605216
3811,6717053,Kew Gardens Hills,0.41,4.71,269,40.73887,-73.82936,34992043
3812,6851700,Rental unit in Brooklyn,0.0,0.00,0,40.67416,-73.99955,35902297
3813,6718257,Rental unit in Brooklyn ,0.97,4.40,5,40.66087,-73.93555,26377263
3814,6853661,Rental unit in New York,0.0,0.00,2,40.71937,-73.9864,35914632
3815,6718383,Rental unit in Brooklyn,0.97,4.33,3,40.66078,-73.93538,26377263
3816,6853752,Townhouse in Brooklyn,0.0,0.00,0,40.71179,-73.9481,946943
3817,6853761,Rental unit in Brooklyn,0.0,4.65,156,40.71159,-73.94836,946943
3818,6719207,Rental unit in Brooklyn,0.97,4.83,6,40.65877,-73.9332,26377263
3819,6854013,Condo in Brooklyn,0.0,0.00,0,40.68603,-73.92204,22136368
3820,6722799,Condo in New York,0.0,4.80,5,40.74461,-74.00284,21079341
3821,6854404,Rental unit in New York,0.0,0.00,1,40.70899,-74.01401,35919822
3822,6726337,Rental unit in RIVERDALE,0.58,5.0,16,40.88232,-73.90621,21444167
3823,6861894,Home in Brooklyn,0.0,0.00,1,40.66414,-73.97798,35958095
3824,6862191,Rental unit in Brooklyn,0.0,4.78,9,40.70236,-73.98404,17782625
3825,6864482,Rental unit in Brooklyn,0.0,0.00,0,40.69468,-73.94729,35798207
3826,6863691,Rental unit in Brooklyn,0.91,4.81,27,40.68385,-73.98655,700224
3827,6867325,Rental unit in New York,0.24,4.69,42,40.82465,-73.93808,13667779
3828,6863948,Rental unit in New York,0.0,0.00,2,40.74241,-73.98085,3313475
3829,6868777,Rental unit in New York,0.55,4.97,36,40.77934,-73.97653,35994109
3830,6869363,Rental unit in New York,0.0,0.00,0,40.78823,-73.98096,35997540
3831,6972046,Rental unit in New York,0.0,4.14,7,40.78567,-73.97665,23574544
3832,6972271,Rental unit in New York,0.0,0.00,0,40.74452,-73.98438,31213925
3833,6871251,Rental unit in New York,0.0,4.63,19,40.77857,-73.97983,34780872
3834,6972554,Rental unit in New York,0.0,4.33,3,40.79617,-73.94908,17155244
3835,6972673,Rental unit in Brooklyn,0.0,5.0,12,40.69408,-73.96493,13698410
3836,6880480,Townhouse in Brooklyn,0.49,4.75,8,40.61698,-73.95633,36053172
3837,6974249,Rental unit in Brooklyn,0.0,4.83,6,40.71928,-73.95514,6623402
3838,6880990,Rental unit in New York,0.0,0.00,1,40.83004,-73.94798,36055888
3839,6974801,Rental unit in Brooklyn,0.0,0.00,1,40.7303,-73.9553,21175506
3840,6881827,Rental unit in New York,0.0,0.00,0,40.76131,-73.99039,25111426
3841,6976045,Condo in Brooklyn,0.0,5.0,3,40.6805,-73.99175,1373836
3842,6882689,Rental unit in New York,0.0,4.75,16,40.71945,-73.98688,4040200
3843,6883096,Condo in New York,1.0,4.97,61,40.76385,-73.92604,14510607
3844,6977204,Rental unit in New York,0.65,4.73,249,40.81415,-73.95066,687062
3845,6883404,Rental unit in New York,0.0,4.87,31,40.74012,-74.00042,35651501
3846,6884147,Rental unit in Brooklyn,0.0,0.00,0,40.69296,-73.9242,36072139
3847,6982967,Rental unit in Brooklyn,0.0,0.00,0,40.65678,-73.95389,36613427
3848,6884254,Rental unit in Brooklyn,0.0,0.00,1,40.68632,-73.92064,19789003
3849,6986600,Rental unit in Brooklyn,0.0,4.0,12,40.69303,-73.96492,4394871
3850,6885767,Rental unit in New York,0.0,0.00,0,40.75603,-73.99247,36080537
3851,6988265,Rental unit in New York,0.0,0.00,0,40.85009,-73.93979,36634420
3852,6885805,Rental unit in Brooklyn,0.0,0.00,2,40.70673,-73.95611,5743711
3853,6988606,Rental unit in New York,0.3,5.0,18,40.72879,-74.00419,36640518
3854,6887127,Rental unit in New York,0.0,4.96,51,40.83461,-73.94671,36089395
3855,6887405,Rental unit in New York,0.0,0.00,1,40.82872,-73.94538,11081099
3856,6988905,Rental unit in New York,0.0,4.77,26,40.75429,-73.97503,36133913
3857,6989258,Rental unit in New York,0.0,0.00,1,40.79261,-73.93926,7339760
3858,6887755,Rental unit in Brooklyn,0.47,4.64,331,40.59638,-73.97299,21426910
3859,6989436,Rental unit in New York,0.0,4.88,174,40.79013,-73.94837,36644635
3860,6990524,Rental unit in New York,0.0,0.00,0,40.74074,-73.98187,36650631
3861,6892731,Home in Brooklyn,1.0,4.67,70,40.58781,-73.95715,36119026
3862,6992300,Rental unit in New York,0.96,4.95,20,40.82338,-73.95462,24530713
3863,6895270,Home in Brooklyn,0.0,0.00,1,40.72635,-73.95391,5159449
3864,6992939,Rental unit in Brooklyn,0.0,0.00,1,40.68737,-73.97355,1281637
3865,6992973,Rental unit in Brooklyn,0.0,0.00,0,40.71944,-73.95645,5162530
3866,6896715,Rental unit in New York,0.0,0.00,0,40.75895,-73.96831,10489933
3867,6994064,Rental unit in Brooklyn,0.0,4.76,25,40.70469,-73.94133,35928174
3868,6896737,Rental unit in Queens,0.75,4.74,46,40.77133,-73.90213,36138575
3869,6994259,Rental unit in Brooklyn,0.0,4.83,70,40.69314,-73.96092,36673376
3870,6897066,Rental unit in New York,0.97,0.00,2,40.72603,-74.00382,7895505
3871,6999056,Rental unit in New York,0.0,5.0,3,40.80418,-73.95513,415502
3872,6898240,Rental unit in New York,0.0,4.83,6,40.74364,-73.97788,11395856
3873,7002884,Rental unit in New York,0.0,4.75,4,40.78551,-73.94167,36713105
3874,6900168,Rental unit in Queens,1.0,4.90,362,40.74395,-73.89418,2831384
3875,7003788,Rental unit in Queens,0.0,4.50,4,40.7458,-73.94441,21773199
3876,6901484,Rental unit in Brooklyn,0.0,0.00,1,40.721,-73.95924,36166165
3877,6901734,Rental unit in New York,0.0,4.75,4,40.79942,-73.95519,36167966
3878,6902855,Rental unit in Brooklyn,0.0,4.67,18,40.6527,-73.9668,36176332
3879,7004408,Rental unit in Soho New York,0.86,4.77,158,40.7273548784815,-74.00253847412141,21641864
3880,6908140,Townhouse in Brooklyn,0.0,0.00,1,40.69608,-73.96867,21705530
3881,6909447,Rental unit in New York,0.0,4.77,13,40.78299,-73.97616,36207962
3882,6909615,Rental unit in New York,0.0,0.00,1,40.84797,-73.93748,36208205
3883,7004933,Rental unit in New York,0.32,4.75,12,40.77295,-73.95468,26499961
3884,6911965,Rental unit in Brooklyn,0.0,0.00,1,40.66036,-73.98214,1106323
3885,7006494,Rental unit in New York,0.0,0.00,0,40.7449,-74.0046,36726560
3886,6912211,Rental unit in Brooklyn,0.08,4.82,220,40.68385,-73.95461,21183428
3887,6913023,Rental unit in Brooklyn,0.0,0.00,0,40.70035,-73.92316,36227371
3888,7010135,Rental unit in New York,0.0,0.00,0,40.77868,-73.95617,24706492
3889,7010332,Home in Bronx,0.0,0.00,0,40.85371,-73.88757,1523206
3890,6913773,Rental unit in Brooklyn,0.5,4.86,7,40.70498,-73.91896,26377263
3891,7010681,Townhouse in Brooklyn,0.0,0.00,2,40.65478,-73.96122,36754170
3892,6913969,Rental unit in Brooklyn,0.38,5.0,7,40.70496,-73.91872,26377263
3893,7015831,Rental unit in Brooklyn,0.0,0.00,1,40.69034,-73.91666,36029533
3894,6914268,Rental unit in New York,0.0,0.00,0,40.7339,-73.97743,36166297
3895,7019195,Condo in New York,0.73,5.0,10,40.76495,-73.97886,36793116
3896,7021346,Rental unit in New York,0.0,0.00,0,40.72478,-73.98587,6661559
3897,6914459,Rental unit in Brooklyn,0.49,4.48,52,40.65245,-73.9609,1299166
3898,6914516,Rental unit in New York,0.0,0.00,1,40.72771,-73.97977,36237566
3899,7023437,Rental unit in Brooklyn,0.0,0.00,2,40.71303,-73.94063,1298759
3900,7023583,Rental unit in New York,0.0,5.0,4,40.80462,-73.96185,36816110
3901,6915467,Home in Queens,0.0,0.00,1,40.73713,-73.8741,27962518
3902,6919971,Rental unit in New York,0.0,0.00,1,40.80235,-73.96933,36268893
3903,7023739,Rental unit in New York,0.31,4.95,21,40.73833,-73.98392,23833056
3904,6921831,Condo in New York,0.87,5.0,16,40.81242,-73.95292,36279488
3905,7023818,Rental unit in New York,0.0,4.76,17,40.75944,-73.96704,36817279
3906,6921974,Rental unit in Brooklyn,0.0,0.00,1,40.7173,-73.9532,35921273
3907,6921984,Rental unit in New York,0.0,5.0,3,40.73407,-74.003,619693
3908,7024079,Rental unit in New York,0.0,0.00,2,40.80395,-73.96531,36818817
3909,6922490,Rental unit in New York,0.0,4.85,55,40.7279,-73.98347,742729
3910,7024138,Rental unit in New York,0.97,4.52,253,40.78414,-73.94834,12930988
3911,6923000,Rental unit in Brooklyn,0.0,4.67,3,40.71003,-73.96004,1164568
3912,6923161,Rental unit in New York,0.0,5.0,12,40.80168,-73.95084,36285615
3913,7024303,Rental unit in Brooklyn,0.0,5.0,4,40.69039,-73.95947,2750745
3914,6924400,Rental unit in New York,0.0,0.00,0,40.73127,-73.99941,32767789
3915,7024538,Rental unit in Brooklyn,0.0,0.00,0,40.69382,-73.99334,16112564
3916,6925372,Rental unit in Brooklyn,0.67,4.67,12,40.72496892086341,-73.94907439628285,1568269
3917,7024774,Rental unit in Brooklyn,0.0,5.0,4,40.69337,-73.97008,703023
3918,7025026,Rental unit in New York,0.0,5.0,3,40.73818,-74.00336,3011750
3919,6925777,Rental unit in Brooklyn,0.0,5.0,5,40.70479,-73.92524,26330490
3920,6926686,Rental unit in New York,0.0,0.00,1,40.72005,-73.99653,4667102
3921,6927027,Rental unit in Brooklyn,0.0,0.00,2,40.71488,-73.96148,503555
3922,7028199,Rental unit in New York,0.0,0.00,0,40.70662,-74.00191,4051711
3923,6933582,Rental unit in Queens,0.0,0.00,2,40.76237,-73.92069,35914251
3924,6934770,Rental unit in Queens,0.0,0.00,0,40.76348,-73.91995,36356923
3925,7031803,Rental unit in New York,0.0,0.00,0,40.81051,-73.9444,1971850
3926,7032396,Rental unit in New York,0.0,0.00,1,40.71922,-73.98316,3716646
3927,6936903,Rental unit in Brooklyn,0.0,5.0,3,40.71611,-73.94327,36369314
3928,7033271,Rental unit in New York,0.98,4.87,182,40.84886,-73.94335,27439022
3929,6937871,Rental unit in Brooklyn,0.0,0.00,0,40.66061,-73.98238,1106323
3930,7034787,Rental unit in Queens,1.0,0.00,0,40.75648,-73.91989,36881439
3931,6937897,Rental unit in New York,0.0,0.00,1,40.73924,-73.98126,36375657
3932,6938827,Rental unit in Brooklyn,0.0,4.91,22,40.6714,-73.97871,36381094
3933,6939024,Rental unit in New York,0.0,4.53,15,40.7253,-73.98962,34930811
3934,7035051,Rental unit in Brooklyn,0.0,0.00,0,40.67623,-73.98058,33821265
3935,6939597,Guest suite in New York,0.86,4.63,94,40.81113098561469,-73.9237869565086,2723812
3936,7035579,Rental unit in New York,0.0,0.00,0,40.7866,-73.97501,36885622
3937,6939638,Rental unit in New York,0.0,4.75,8,40.71424,-74.00861,36307255
3938,7036079,Condo in Brooklyn,0.0,5.0,6,40.68952,-73.99789,5781885
3939,6939668,Rental unit in New York,0.0,0.00,0,40.77949,-73.97862,36387290
3940,6939758,Rental unit in New York,0.0,5.0,10,40.74221,-73.98081,3266476
3941,7036285,Rental unit in New York,0.0,0.00,0,40.7291,-73.97605,36889987
3942,6939859,Rental unit in Brooklyn,0.0,4.20,5,40.70492,-73.93671,36388501
3943,7036435,Rental unit in Brooklyn,0.0,0.00,2,40.69145,-73.92151,5476372
3944,6944665,Rental unit in Brooklyn,0.0,0.00,0,40.70732,-73.95449,36413917
3945,6946479,Home in Brooklyn,0.0,0.00,2,40.66816,-73.9858,204472
3946,7038801,Rental unit in Brooklyn,0.0,4.85,65,40.6696,-73.94685,36907706
3947,6946841,Rental unit in New York,0.0,0.00,0,40.77994191097455,-73.95115289120292,36423892
3948,6947196,Rental unit in New York,0.0,0.00,0,40.73699,-73.99265,36425465
3949,7041968,Rental unit in New York,0.0,0.00,0,40.80646,-73.95346,36926132
3950,7047076,Rental unit in New York,0.0,4.71,7,40.77758,-73.9459,3434070
3951,6948161,Rental unit in New York,0.0,0.00,0,40.74815,-73.99417,24806455
3952,6950074,Rental unit in Queens,0.0,4.64,14,40.77774,-73.90723,6434434
3953,7048195,Rental unit in Brooklyn,0.0,0.00,0,40.65304,-73.96351,90316
3954,6950807,Rental unit in Queens,0.0,5.0,5,40.75486,-73.91782,36441990
3955,7048508,Rental unit in New York,0.0,4.88,8,40.72817,-73.98542,26389845
3956,7050316,Rental unit in New York,0.0,0.00,1,40.8046,-73.96545,36818817
3957,6955143,Rental unit in Brooklyn,0.0,0.00,0,40.67789,-73.98517,16533401
3958,7051619,Rental unit in Queens,0.0,5.0,5,40.75164,-73.93655,36980964
3959,6956358,Rental unit in New York,0.0,0.00,2,40.72146,-73.98949,7013442
3960,7052026,Rental unit in New York,0.0,0.00,0,40.76789,-73.9838,36976268
3961,6956731,Rental unit in New York,0.66,4.75,8,40.77604,-73.95381,13347167
3962,7053165,Rental unit in Astoria,0.0,0.00,0,40.76578,-73.91244,36581036
3963,6957168,Rental unit in Brooklyn,0.0,4.81,144,40.68168,-74.00298,22346913
3964,7053502,Townhouse in Brooklyn,0.41,4.95,234,40.68965,-73.97417,36894011
3965,6957328,Rental unit in Brooklyn,0.0,4.75,20,40.71012,-73.95347,330976
3966,7053815,Rental unit in Brooklyn,0.98,4.80,127,40.7196,-73.94001,18600674
3967,6966985,Rental unit in New York,0.0,4.78,76,40.80115,-73.96844,2714997
3968,7054267,Rental unit in New York,0.0,0.00,0,40.76806,-73.95145,36998520
3969,6967201,Rental unit in New York,0.0,0.00,0,40.79126,-73.96738,36530547
3970,6967305,Rental unit in Brooklyn,0.0,0.00,2,40.6808,-73.96787,36531150
